full,abbr
Share of students who received a federal loan while in school,LOAN_EVER
Share of students who received a Pell Grant while in school,PELL_EVER
Average age of entry,AGE_ENTRY
Average of the age of entry squared,AGE_ENTRY_SQ
Percent of students over 23 at entry,AGEGE24
Share of female students,FEMALE
Share of married students,MARRIED
Share of dependent students,DEPENDENT
Share of veteran students,VETERAN
Share of first-generation students,FIRST_GEN
Average family income in real 2015 dollars,FAMINC
Median family income in real 2015 dollars,MD_FAMINC
Average family income for independent students in real 2015 dollars,FAMINC_IND
Average of the log of family income,LNFAMINC
Average of the log of family income for independent students,LNFAMINC_IND
"Percent of the population from students' zip codes that is White, via Census data",PCT_WHITE
"Percent of the population from students' zip codes that is Black, via Census data",PCT_BLACK
"Percent of the population from students' zip codes that is Asian, via Census data",PCT_ASIAN
"Percent of the population from students' zip codes that is Hispanic, via Census data",PCT_HISPANIC
"Percent of the population from students' zip codes with a bachelor's degree over the age 25, via Census data",PCT_BA
"Percent of the population from students' zip codes over 25 with a professional degree, via Census data",PCT_GRAD_PROF
"Percent of the population from students' zip codes that was born in the US, via Census data",PCT_BORN_US
Median household income,MEDIAN_HH_INC
"Poverty rate, via Census data",POVERTY_RATE
"Unemployment rate, via Census data",UNEMP_RATE
Log of the median household income,LN_MEDIAN_HH_INC
Average number of students who sent their FAFSA reports to at least one college,FSEND_COUNT
Share of students who submitted FAFSAs to only one college,FSEND_1
Share of students who submitted FAFSAs to two colleges,FSEND_2
Share of students who submitted FAFSAs to three colleges,FSEND_3
Share of students who submitted FAFSAs to four colleges,FSEND_4
Share of students who submitted FAFSAs to at least five colleges,FSEND_5
Number of students not working and not enrolled 10 years after entry,COUNT_NWNE_P10
Number of students working and not enrolled 10 years after entry,COUNT_WNE_P10
Mean earnings of students working and not enrolled 10 years after entry,MN_EARN_WNE_P10
Median earnings of students working and not enrolled 10 years after entry,MD_EARN_WNE_P10
10th percentile of earnings of students working and not enrolled 10 years after entry,PCT10_EARN_WNE_P10
25th percentile of earnings of students working and not enrolled 10 years after entry,PCT25_EARN_WNE_P10
75th percentile of earnings of students working and not enrolled 10 years after entry,PCT75_EARN_WNE_P10
90th percentile of earnings of students working and not enrolled 10 years after entry,PCT90_EARN_WNE_P10
Standard deviation of earnings of students working and not enrolled 10 years after entry,SD_EARN_WNE_P10
"Number of students working and not enrolled 10 years after entry in the lowest income tercile $0-$30,000",COUNT_WNE_INC1_P10
"Number of students working and not enrolled 10 years after entry in the middle income tercile $30,001-$75,000",COUNT_WNE_INC2_P10
"Number of students working and not enrolled 10 years after entry in the highest income tercile $75,001+ ",COUNT_WNE_INC3_P10
"Number of dependent students working and not enrolled 10 years after entry in the lowest income tercile $0-$30,000 ",COUNT_WNE_INDEP0_INC1_P10
Number of dependent students working and not enrolled 10 years after entry,COUNT_WNE_INDEP0_P10
Number of independent students working and not enrolled 10 years after entry,COUNT_WNE_INDEP1_P10
Number of female students working and not enrolled 10 years after entry,COUNT_WNE_MALE0_P10
Number of male students working and not enrolled 10 years after entry,COUNT_WNE_MALE1_P10
"Share of students earning over $25,000/year (threshold earnings) 10 years after entry",GT_25K_P10
"Mean earnings of students working and not enrolled 10 years after entry in the lowest income tercile $0-$30,000",MN_EARN_WNE_INC1_P10
"Mean earnings of students working and not enrolled 10 years after entry in the middle income tercile $30,001-$75,000",MN_EARN_WNE_INC2_P10
"Mean earnings of students working and not enrolled 10 years after entry in the highest income tercile $75,001+ ",MN_EARN_WNE_INC3_P10
"Mean earnings of dependent students working and not enrolled 10 years after entry in the lowest income tercile $0-$30,000",MN_EARN_WNE_INDEP0_INC1_P10
Mean earnings of dependent students working and not enrolled 10 years after entry,MN_EARN_WNE_INDEP0_P10
Mean earnings of independent students working and not enrolled 10 years after entry,MN_EARN_WNE_INDEP1_P10
Mean earnings of female students working and not enrolled 10 years after entry,MN_EARN_WNE_MALE0_P10
Mean earnings of male students working and not enrolled 10 years after entry,MN_EARN_WNE_MALE1_P10
Number of students not working and not enrolled 6 years after entry,COUNT_NWNE_P6
Number of students working and not enrolled 6 years after entry,COUNT_WNE_P6
Mean earnings of students working and not enrolled 6 years after entry,MN_EARN_WNE_P6
Median earnings of students working and not enrolled 6 years after entry,MD_EARN_WNE_P6
10th percentile of earnings of students working and not enrolled 6 years after entry,PCT10_EARN_WNE_P6
25th percentile of earnings of students working and not enrolled 6 years after entry,PCT25_EARN_WNE_P6
75th percentile of earnings of students working and not enrolled 6 years after entry,PCT75_EARN_WNE_P6
90th percentile of earnings of students working and not enrolled 6 years after entry,PCT90_EARN_WNE_P6
Standard deviation of earnings of students working and not enrolled 6 years after entry,SD_EARN_WNE_P6
"Number of students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000",COUNT_WNE_INC1_P6
"Number of students working and not enrolled 6 years after entry in the middle income tercile $30,001-$75,000",COUNT_WNE_INC2_P6
"Number of students working and not enrolled 6 years after entry in the highest income tercile $75,001+ ",COUNT_WNE_INC3_P6
"Number of dependent students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000",COUNT_WNE_INDEP0_INC1_P6
Number of dependent students working and not enrolled 6 years after entry,COUNT_WNE_INDEP0_P6
Number of independent students working and not enrolled 6 years after entry,COUNT_WNE_INDEP1_P6
Number of female students working and not enrolled 6 years after entry,COUNT_WNE_MALE0_P6
Number of male students working and not enrolled 6 years after entry,COUNT_WNE_MALE1_P6
"Share of students earning over $25,000/year (threshold earnings) 6 years after entry",GT_25K_P6
"Mean earnings of students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000",MN_EARN_WNE_INC1_P6
"Mean earnings of students working and not enrolled 6 years after entry in the middle income tercile $30,001-$75,000",MN_EARN_WNE_INC2_P6
"Mean earnings of students working and not enrolled 6 years after entry in the highest income tercile $75,001+ ",MN_EARN_WNE_INC3_P6
"Mean earnings of dependent students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000",MN_EARN_WNE_INDEP0_INC1_P6
Mean earnings of dependent students working and not enrolled 6 years after entry,MN_EARN_WNE_INDEP0_P6
Mean earnings of independent students working and not enrolled 6 years after entry,MN_EARN_WNE_INDEP1_P6
Mean earnings of female students working and not enrolled 6 years after entry,MN_EARN_WNE_MALE0_P6
Mean earnings of male students working and not enrolled 6 years after entry,MN_EARN_WNE_MALE1_P6
Number of students not working and not enrolled 7 years after entry,COUNT_NWNE_P7
Number of students working and not enrolled 7 years after entry,COUNT_WNE_P7
Mean earnings of students working and not enrolled 7 years after entry,MN_EARN_WNE_P7
Standard deviation of earnings of students working and not enrolled 7 years after entry,SD_EARN_WNE_P7
"Share of students earning over $25,000/year (threshold earnings) 7 years after entry",GT_25K_P7
Number of students not working and not enrolled 8 years after entry,COUNT_NWNE_P8
Number of students working and not enrolled 8 years after entry,COUNT_WNE_P8
Mean earnings of students working and not enrolled 8 years after entry,MN_EARN_WNE_P8
Median earnings of students working and not enrolled 8 years after entry,MD_EARN_WNE_P8
10th percentile of earnings of students working and not enrolled 8 years after entry,PCT10_EARN_WNE_P8
25th percentile of earnings of students working and not enrolled 8 years after entry,PCT25_EARN_WNE_P8
75th percentile of earnings of students working and not enrolled 8 years after entry,PCT75_EARN_WNE_P8
90th percentile of earnings of students working and not enrolled 8 years after entry,PCT90_EARN_WNE_P8
Standard deviation of earnings of students working and not enrolled 8 years after entry,SD_EARN_WNE_P8
"Share of students earning over $25,000/year (threshold earnings) 8 years after entry",GT_25K_P8
Number of students not working and not enrolled 9 years after entry,COUNT_NWNE_P9
Number of students working and not enrolled 9 years after entry,COUNT_WNE_P9
Mean earnings of students working and not enrolled 9 years after entry,MN_EARN_WNE_P9
Standard deviation of earnings of students working and not enrolled 9 years after entry,SD_EARN_WNE_P9
"Share of students earning over $25,000/year (threshold earnings) 9 years after entry",GT_25K_P9
"Median debt, suppressed for n=30",DEBT_MDN_SUPP
"Median debt of completers, suppressed for n=30",GRAD_DEBT_MDN_SUPP
"Median debt of completers expressed in 10-year monthly payments, suppressed for n=30",GRAD_DEBT_MDN10YR_SUPP
"3-year repayment rate, suppressed for n=30",RPY_3YR_RT_SUPP
"3-year repayment rate for low-income (less than $30,000 in nominal family income) students, suppressed for n=30",LO_INC_RPY_3YR_RT_SUPP
"3-year repayment rate for middle-income (between $30,000 and $75,000 in nominal family income) students, suppressed for n=30",MD_INC_RPY_3YR_RT_SUPP
"3-year repayment rate for high-income (above $75,000 in nominal family income) students, suppressed for n=30",HI_INC_RPY_3YR_RT_SUPP
"3-year repayment rate for completers, suppressed for n=30",COMPL_RPY_3YR_RT_SUPP
"3-year repayment rate for non-completers, suppressed for n=30",NONCOM_RPY_3YR_RT_SUPP
"3-year repayment rate for dependent students, suppressed for n=30",DEP_RPY_3YR_RT_SUPP
"3-year repayment rate for independent students, suppressed for n=30",IND_RPY_3YR_RT_SUPP
"3-year repayment rate for Pell students, suppressed for n=30",PELL_RPY_3YR_RT_SUPP
"3-year repayment rate for no-Pell students, suppressed for n=30",NOPELL_RPY_3YR_RT_SUPP
"3-year repayment rate for female students, suppressed for n=30",FEMALE_RPY_3YR_RT_SUPP
